id,participant_id_left,participant_id_right,participant_id_left_unique,participant_id_right_unique,lang_code,conv_id,original_or_reenacted,time_start,time_end,duration,trans_id
EN_005_#12,10,9,3,8,EN,EN_005,RE,0 days 00:13:09.430000,0 days 00:13:12.190000,0 days 00:00:02.760000,ES_005_#12
EN_005_#13,10,9,3,8,EN,EN_005,RE,0 days 00:14:40.470000,0 days 00:14:44.030000,0 days 00:00:03.560000,ES_005_#13
EN_005_#14,10,9,3,8,EN,EN_005,RE,0 days 00:18:45.850000,0 days 00:18:51.440000,0 days 00:00:05.590000,ES_005_#14
EN_005_#15,10,9,3,8,EN,EN_005,RE,0 days 00:19:38.410000,0 days 00:19:41.610000,0 days 00:00:03.200000,ES_005_#15
EN_005_#16,10,9,3,8,EN,EN_005,RE,0 days 00:22:32.180000,0 days 00:22:36.620000,0 days 00:00:04.440000,ES_005_#16
EN_005_#17,10,9,3,8,EN,EN_005,RE,0 days 00:25:25.710000,0 days 00:25:28,0 days 00:00:02.290000,ES_005_#17
EN_005_#18,10,9,3,8,EN,EN_005,RE,0 days 00:26:40.370000,0 days 00:26:42.430000,0 days 00:00:02.060000,ES_005_#18
EN_005_#19,10,9,3,8,EN,EN_005,RE,0 days 00:30:53.880000,0 days 00:30:56.270000,0 days 00:00:02.390000,ES_005_#19
EN_005_#20,10,9,3,8,EN,EN_005,RE,0 days 00:31:56.400000,0 days 00:32:01.300000,0 days 00:00:04.900000,ES_005_#20
ES_006_#1,12,11,3,9,ES,ES_006,RE,0 days 00:00:53.660000,0 days 00:00:55.350000,0 days 00:00:01.690000,EN_006_#1
ES_006_#2,12,11,3,9,ES,ES_006,RE,0 days 00:01:31.490000,0 days 00:01:32.610000,0 days 00:00:01.120000,EN_006_#2
ES_006_#3,12,11,3,9,ES,ES_006,RE,0 days 00:02:26.130000,0 days 00:02:29.300000,0 days 00:00:03.170000,EN_006_#3
ES_006_#4,12,11,3,9,ES,ES_006,RE,0 days 00:02:54.145000,0 days 00:02:55.425000,0 days 00:00:01.280000,EN_006_#4
ES_006_#5,12,11,3,9,ES,ES_006,RE,0 days 00:03:31.600000,0 days 00:03:33.060000,0 days 00:00:01.460000,EN_006_#5
ES_006_#6,12,11,3,9,ES,ES_006,RE,0 days 00:04:19.820000,0 days 00:04:22.370000,0 days 00:00:02.550000,EN_006_#6
ES_006_#7,12,11,3,9,ES,ES_006,RE,0 days 00:05:22.600000,0 days 00:05:24.460000,0 days 00:00:01.860000,EN_006_#7
ES_006_#8,12,11,3,9,ES,ES_006,RE,0 days 00:06:40.900000,0 days 00:06:45.310000,0 days 00:00:04.410000,EN_006_#8
ES_006_#9,12,11,3,9,ES,ES_006,RE,0 days 00:07:11.825000,0 days 00:07:13.625000,0 days 00:00:01.800000,EN_006_#9
ES_006_#10,12,11,3,9,ES,ES_006,RE,0 days 00:07:37.020000,0 days 00:07:41.940000,0 days 00:00:04.920000,EN_006_#10
ES_006_#11,12,11,3,9,ES,ES_006,RE,0 days 00:09:17.865000,0 days 00:09:22.145000,0 days 00:00:04.280000,EN_006_#11
ES_006_#12,12,11,3,9,ES,ES_006,RE,0 days 00:10:56.310000,0 days 00:11:00.780000,0 days 00:00:04.470000,EN_006_#12
ES_006_#13,12,11,3,9,ES,ES_006,RE,0 days 00:12:30.500000,0 days 00:12:34.630000,0 days 00:00:04.130000,EN_006_#13
ES_006_#14,12,11,3,9,ES,ES_006,RE,0 days 00:14:47.900000,0 days 00:14:51.540000,0 days 00:00:03.640000,EN_006_#14
ES_006_#15,12,11,3,9,ES,ES_006,RE,0 days 00:17:01.650000,0 days 00:17:06.440000,0 days 00:00:04.790000,EN_006_#15
ES_006_#16,12,11,3,9,ES,ES_006,RE,0 days 00:18:08.870000,0 days 00:18:13.900000,0 days 00:00:05.030000,EN_006_#16
ES_006_#17,12,11,3,9,ES,ES_006,RE,0 days 00:19:18.010000,0 days 00:19:21.260000,0 days 00:00:03.250000,EN_006_#17
ES_006_#18,12,11,3,9,ES,ES_006,RE,0 days 00:21:06.440000,0 days 00:21:10.490000,0 days 00:00:04.050000,EN_006_#18
ES_006_#19,12,11,3,9,ES,ES_006,RE,0 days 00:21:51.560000,0 days 00:21:57.480000,0 days 00:00:05.920000,EN_006_#19
ES_006_#20,12,11,3,9,ES,ES_006,RE,0 days 00:22:46.466000,0 days 00:22:51.296000,0 days 00:00:04.830000,EN_006_#20
ES_006_#21,12,11,3,9,ES,ES_006,RE,0 days 00:24:43.590000,0 days 00:24:45.980000,0 days 00:00:02.390000,EN_006_#21
ES_006_#22,12,11,3,9,ES,ES_006,RE,0 days 00:26:16.560000,0 days 00:26:20.220000,0 days 00:00:03.660000,EN_006_#22
EN_006_#1,12,11,3,9,EN,EN_006,OG,0 days 00:00:03.270000,0 days 00:00:04.920000,0 days 00:00:01.650000,ES_006_#1
EN_006_#2,12,11,3,9,EN,EN_006,OG,0 days 00:00:05.750000,0 days 00:00:06.540000,0 days 00:00:00.790000,ES_006_#2
EN_006_#3,12,11,3,9,EN,EN_006,OG,0 days 00:00:06.670000,0 days 00:00:09.710000,0 days 00:00:03.040000,ES_006_#3
EN_006_#4,12,11,3,9,EN,EN_006,OG,0 days 00:00:11.205000,0 days 00:00:12.385000,0 days 00:00:01.180000,ES_006_#4
EN_006_#5,12,11,3,9,EN,EN_006,OG,0 days 00:00:18.900000,0 days 00:00:21.040000,0 days 00:00:02.140000,ES_006_#5
EN_006_#6,12,11,3,9,EN,EN_006,OG,0 days 00:00:26.955000,0 days 00:00:30.005000,0 days 00:00:03.050000,ES_006_#6
EN_006_#7,12,11,3,9,EN,EN_006,OG,0 days 00:00:46.585000,0 days 00:00:48.345000,0 days 00:00:01.760000,ES_006_#7
EN_006_#8,12,11,3,9,EN,EN_006,OG,0 days 00:00:59.510000,0 days 00:01:01.510000,0 days 00:00:02,ES_006_#8
EN_006_#9,12,11,3,9,EN,EN_006,OG,0 days 00:01:01.805000,0 days 00:01:02.935000,0 days 00:00:01.130000,ES_006_#9
EN_006_#10,12,11,3,9,EN,EN_006,OG,0 days 00:01:03.065000,0 days 00:01:07.315000,0 days 00:00:04.250000,ES_006_#10
EN_006_#11,12,11,3,9,EN,EN_006,OG,0 days 00:01:13.215000,0 days 00:01:19.035000,0 days 00:00:05.820000,ES_006_#11
EN_006_#12,12,11,3,9,EN,EN_006,OG,0 days 00:01:45.040000,0 days 00:01:48.490000,0 days 00:00:03.450000,ES_006_#12
EN_006_#13,12,11,3,9,EN,EN_006,OG,0 days 00:01:48.510000,0 days 00:01:52.350000,0 days 00:00:03.840000,ES_006_#13
EN_006_#14,12,11,3,9,EN,EN_006,OG,0 days 00:02:02.100000,0 days 00:02:06.050000,0 days 00:00:03.950000,ES_006_#14
EN_006_#15,12,11,3,9,EN,EN_006,OG,0 days 00:02:12.980000,0 days 00:02:17.610000,0 days 00:00:04.630000,ES_006_#15
EN_006_#16,12,11,3,9,EN,EN_006,OG,0 days 00:02:22.570000,0 days 00:02:25.930000,0 days 00:00:03.360000,ES_006_#16
EN_006_#17,12,11,3,9,EN,EN_006,OG,0 days 00:02:31.845000,0 days 00:02:34.995000,0 days 00:00:03.150000,ES_006_#17
EN_006_#18,12,11,3,9,EN,EN_006,OG,0 days 00:06:36.760000,0 days 00:06:41.090000,0 days 00:00:04.330000,ES_006_#18
EN_006_#19,12,11,3,9,EN,EN_006,OG,0 days 00:06:41.490000,0 days 00:06:46.220000,0 days 00:00:04.730000,ES_006_#19
EN_006_#20,12,11,3,9,EN,EN_006,OG,0 days 00:06:49.730000,0 days 00:06:53.710000,0 days 00:00:03.980000,ES_006_#20
EN_006_#21,12,11,3,9,EN,EN_006,OG,0 days 00:07:10.165000,0 days 00:07:12.335000,0 days 00:00:02.170000,ES_006_#21
EN_006_#22,12,11,3,9,EN,EN_006,OG,0 days 00:07:23.705000,0 days 00:07:27.215000,0 days 00:00:03.510000,ES_006_#22
ES_007_#1,14,13,4,3,ES,ES_007,OG,0 days 00:02:37.550000,0 days 00:02:40.870000,0 days 00:00:03.320000,EN_007_#1
ES_007_#2,14,13,4,3,ES,ES_007,OG,0 days 00:05:24.200000,0 days 00:05:27.420000,0 days 00:00:03.220000,EN_007_#2
ES_007_#3,14,13,4,3,ES,ES_007,OG,0 days 00:07:57.390000,0 days 00:07:59.580000,0 days 00:00:02.190000,EN_007_#3
ES_007_#4,14,13,4,3,ES,ES_007,OG,0 days 00:09:57.800000,0 days 00:10:01.890000,0 days 00:00:04.090000,EN_007_#4
ES_007_#5,14,13,4,3,ES,ES_007,OG,0 days 00:13:45.430000,0 days 00:13:49.420000,0 days 00:00:03.990000,EN_007_#5
ES_007_#6,14,13,4,3,ES,ES_007,OG,0 days 00:15:53.800000,0 days 00:15:57.110000,0 days 00:00:03.310000,EN_007_#6
ES_007_#7,14,13,4,3,ES,ES_007,OG,0 days 00:16:31.300000,0 days 00:16:34.310000,0 days 00:00:03.010000,EN_007_#7
ES_007_#8,14,13,4,3,ES,ES_007,OG,0 days 00:16:52.990000,0 days 00:16:54.320000,0 days 00:00:01.330000,EN_007_#8
ES_007_#9,14,13,4,3,ES,ES_007,OG,0 days 00:18:34.330000,0 days 00:18:35.650000,0 days 00:00:01.320000,EN_007_#9
EN_007_#1,14,13,4,3,EN,EN_007,RE,0 days 00:01:02.930000,0 days 00:01:06.550000,0 days 00:00:03.620000,ES_007_#1
EN_007_#2,14,13,4,3,EN,EN_007,RE,0 days 00:01:43.920000,0 days 00:01:48.010000,0 days 00:00:04.090000,ES_007_#2
EN_007_#3,14,13,4,3,EN,EN_007,RE,0 days 00:02:16.450000,0 days 00:02:18.960000,0 days 00:00:02.510000,ES_007_#3
EN_007_#4,14,13,4,3,EN,EN_007,RE,0 days 00:02:50.190000,0 days 00:02:53.880000,0 days 00:00:03.690000,ES_007_#4
EN_007_#5,14,13,4,3,EN,EN_007,RE,0 days 00:03:45.250000,0 days 00:03:49.700000,0 days 00:00:04.450000,ES_007_#5
EN_007_#6,14,13,4,3,EN,EN_007,RE,0 days 00:04:00.090000,0 days 00:04:03.460000,0 days 00:00:03.370000,ES_007_#6
EN_007_#7,14,13,4,3,EN,EN_007,RE,0 days 00:04:09.420000,0 days 00:04:12.210000,0 days 00:00:02.790000,ES_007_#7
EN_007_#8,14,13,4,3,EN,EN_007,RE,0 days 00:04:12.630000,0 days 00:04:13.720000,0 days 00:00:01.090000,ES_007_#8
EN_007_#9,14,13,4,3,EN,EN_007,RE,0 days 00:04:50.120000,0 days 00:04:51.570000,0 days 00:00:01.450000,ES_007_#9
ES_008_#1,16,15,10,10,ES,ES_008,OG,0 days 00:00:07.600000,0 days 00:00:09.920000,0 days 00:00:02.320000,EN_008_#1
ES_008_#2,16,15,10,10,ES,ES_008,OG,0 days 00:00:10.350000,0 days 00:00:13.055000,0 days 00:00:02.705000,EN_008_#2
ES_008_#3,16,15,10,10,ES,ES_008,OG,0 days 00:00:13.055000,0 days 00:00:15.465000,0 days 00:00:02.410000,EN_008_#3
ES_008_#4,16,15,10,10,ES,ES_008,OG,0 days 00:00:31.040000,0 days 00:00:36.150000,0 days 00:00:05.110000,EN_008_#4
ES_008_#5,16,15,10,10,ES,ES_008,OG,0 days 00:00:40.985000,0 days 00:00:43.585000,0 days 00:00:02.600000,EN_008_#5
ES_008_#6,16,15,10,10,ES,ES_008,OG,0 days 00:00:53.025000,0 days 00:00:57.065000,0 days 00:00:04.040000,EN_008_#6
ES_008_#7,16,15,10,10,ES,ES_008,OG,0 days 00:00:57.185000,0 days 00:00:59.335000,0 days 00:00:02.150000,EN_008_#7
ES_008_#8,16,15,10,10,ES,ES_008,OG,0 days 00:01:10.810000,0 days 00:01:16.050000,0 days 00:00:05.240000,EN_008_#8
ES_008_#9,16,15,10,10,ES,ES_008,OG,0 days 00:01:16.540000,0 days 00:01:22.430000,0 days 00:00:05.890000,EN_008_#9
ES_008_#10,16,15,10,10,ES,ES_008,OG,0 days 00:01:28.725000,0 days 00:01:31.165000,0 days 00:00:02.440000,EN_008_#10
ES_008_#11,16,15,10,10,ES,ES_008,OG,0 days 00:01:42.040000,0 days 00:01:47.790000,0 days 00:00:05.750000,EN_008_#11
ES_008_#12,16,15,10,10,ES,ES_008,OG,0 days 00:02:27.505000,0 days 00:02:29.225000,0 days 00:00:01.720000,EN_008_#12
ES_008_#13,16,15,10,10,ES,ES_008,OG,0 days 00:02:46.525000,0 days 00:02:48.545000,0 days 00:00:02.020000,EN_008_#13
ES_008_#14,16,15,10,10,ES,ES_008,OG,0 days 00:03:29.810000,0 days 00:03:32.580000,0 days 00:00:02.770000,EN_008_#14
ES_008_#15,16,15,10,10,ES,ES_008,OG,0 days 00:03:55.110000,0 days 00:03:57.890000,0 days 00:00:02.780000,EN_008_#15
ES_008_#16,16,15,10,10,ES,ES_008,OG,0 days 00:04:03.100000,0 days 00:04:04.710000,0 days 00:00:01.610000,EN_008_#16
ES_008_#17,16,15,10,10,ES,ES_008,OG,0 days 00:04:05.038000,0 days 00:04:09.308000,0 days 00:00:04.270000,EN_008_#17
ES_008_#18,16,15,10,10,ES,ES_008,OG,0 days 00:04:22.300000,0 days 00:04:27.410000,0 days 00:00:05.110000,EN_008_#18
ES_008_#19,16,15,10,10,ES,ES_008,OG,0 days 00:04:29.040000,0 days 00:04:31.550000,0 days 00:00:02.510000,EN_008_#19
ES_008_#20,16,15,10,10,ES,ES_008,OG,0 days 00:06:10.370000,0 days 00:06:13.030000,0 days 00:00:02.660000,EN_008_#20
ES_008_#22,16,15,10,10,ES,ES_008,OG,0 days 00:07:07.130000,0 days 00:07:09.860000,0 days 00:00:02.730000,EN_008_#22
ES_008_#23,16,15,10,10,ES,ES_008,OG,0 days 00:07:09.870000,0 days 00:07:15.120000,0 days 00:00:05.250000,EN_008_#23
ES_008_#24,16,15,10,10,ES,ES_008,OG,0 days 00:07:44.520000,0 days 00:07:48.520000,0 days 00:00:04,EN_008_#24
ES_008_#25,16,15,10,10,ES,ES_008,OG,0 days 00:07:49.080000,0 days 00:07:50.780000,0 days 00:00:01.700000,EN_008_#25
ES_008_#26,16,15,10,10,ES,ES_008,OG,0 days 00:08:01.650000,0 days 00:08:04.610000,0 days 00:00:02.960000,EN_008_#26
ES_008_#27,16,15,10,10,ES,ES_008,OG,0 days 00:08:30.560000,0 days 00:08:34.480000,0 days 00:00:03.920000,EN_008_#27
ES_008_#28,16,15,10,10,ES,ES_008,OG,0 days 00:08:35.430000,0 days 00:08:38.440000,0 days 00:00:03.010000,EN_008_#28
ES_008_#29,16,15,10,10,ES,ES_008,OG,0 days 00:09:16.055000,0 days 00:09:18.995000,0 days 00:00:02.940000,EN_008_#29
ES_008_#30,16,15,10,10,ES,ES_008,OG,0 days 00:10:08.855000,0 days 00:10:12.335000,0 days 00:00:03.480000,EN_008_#30
EN_008_#1,16,15,10,10,EN,EN_008,RE,0 days 00:00:32.530000,0 days 00:00:35.590000,0 days 00:00:03.060000,ES_008_#1
EN_008_#2,16,15,10,10,EN,EN_008,RE,0 days 00:01:20.140000,0 days 00:01:22.590000,0 days 00:00:02.450000,ES_008_#2
EN_008_#3,16,15,10,10,EN,EN_008,RE,0 days 00:01:54.115000,0 days 00:01:56.825000,0 days 00:00:02.710000,ES_008_#3
EN_008_#4,16,15,10,10,EN,EN_008,RE,0 days 00:03:42.825000,0 days 00:03:50.235000,0 days 00:00:07.410000,ES_008_#4
EN_008_#5,16,15,10,10,EN,EN_008,RE,0 days 00:05:07.400000,0 days 00:05:09.430000,0 days 00:00:02.030000,ES_008_#5
EN_008_#6,16,15,10,10,EN,EN_008,RE,0 days 00:05:53.580000,0 days 00:05:57.200000,0 days 00:00:03.620000,ES_008_#6
EN_008_#7,16,15,10,10,EN,EN_008,RE,0 days 00:06:28.050000,0 days 00:06:29.950000,0 days 00:00:01.900000,ES_008_#7
EN_008_#8,16,15,10,10,EN,EN_008,RE,0 days 00:07:30.720000,0 days 00:07:36.120000,0 days 00:00:05.400000,ES_008_#8
EN_008_#9,16,15,10,10,EN,EN_008,RE,0 days 00:08:11.520000,0 days 00:08:16.990000,0 days 00:00:05.470000,ES_008_#9
EN_008_#10,16,15,10,10,EN,EN_008,RE,0 days 00:08:53.680000,0 days 00:08:55.830000,0 days 00:00:02.150000,ES_008_#10
EN_008_#11,16,15,10,10,EN,EN_008,RE,0 days 00:09:48.440000,0 days 00:09:53.920000,0 days 00:00:05.480000,ES_008_#11
EN_008_#12,16,15,10,10,EN,EN_008,RE,0 days 00:11:12.370000,0 days 00:11:13.970000,0 days 00:00:01.600000,ES_008_#12
EN_008_#13,16,15,10,10,EN,EN_008,RE,0 days 00:12:01.850000,0 days 00:12:04.180000,0 days 00:00:02.330000,ES_008_#13
EN_008_#14,16,15,10,10,EN,EN_008,RE,0 days 00:13:25.290000,0 days 00:13:28.440000,0 days 00:00:03.150000,ES_008_#14
EN_008_#15,16,15,10,10,EN,EN_008,RE,0 days 00:14:37.590000,0 days 00:14:40.830000,0 days 00:00:03.240000,ES_008_#15
EN_008_#16,16,15,10,10,EN,EN_008,RE,0 days 00:15:05.710000,0 days 00:15:07.760000,0 days 00:00:02.050000,ES_008_#16
EN_008_#17,16,15,10,10,EN,EN_008,RE,0 days 00:15:44.170000,0 days 00:15:48.780000,0 days 00:00:04.610000,ES_008_#17
EN_008_#18,16,15,10,10,EN,EN_008,RE,0 days 00:17:03.460000,0 days 00:17:09.010000,0 days 00:00:05.550000,ES_008_#18
EN_008_#19,16,15,10,10,EN,EN_008,RE,0 days 00:17:39.290000,0 days 00:17:41.780000,0 days 00:00:02.490000,ES_008_#19
EN_008_#20,16,15,10,10,EN,EN_008,RE,0 days 00:22:06.820000,0 days 00:22:09.750000,0 days 00:00:02.930000,ES_008_#20
EN_008_#22,16,15,10,10,EN,EN_008,RE,0 days 00:24:21.700000,0 days 00:24:24.310000,0 days 00:00:02.610000,ES_008_#22
EN_008_#23,16,15,10,10,EN,EN_008,RE,0 days 00:25:04.570000,0 days 00:25:08.520000,0 days 00:00:03.950000,ES_008_#23
EN_008_#24,16,15,10,10,EN,EN_008,RE,0 days 00:26:50.670000,0 days 00:26:54.890000,0 days 00:00:04.220000,ES_008_#24
EN_008_#25,16,15,10,10,EN,EN_008,RE,0 days 00:27:23.290000,0 days 00:27:25.440000,0 days 00:00:02.150000,ES_008_#25
EN_008_#26,16,15,10,10,EN,EN_008,RE,0 days 00:28:21.250000,0 days 00:28:24.230000,0 days 00:00:02.980000,ES_008_#26
EN_008_#27,16,15,10,10,EN,EN_008,RE,0 days 00:29:16.610000,0 days 00:29:20.640000,0 days 00:00:04.030000,ES_008_#27
EN_008_#28,16,15,10,10,EN,EN_008,RE,0 days 00:30:08.860000,0 days 00:30:12.070000,0 days 00:00:03.210000,ES_008_#28
EN_008_#29,16,15,10,10,EN,EN_008,RE,0 days 00:31:20.510000,0 days 00:31:23.300000,0 days 00:00:02.790000,ES_008_#29
EN_008_#30,16,15,10,10,EN,EN_008,RE,0 days 00:33:07.040000,0 days 00:33:10.920000,0 days 00:00:03.880000,ES_008_#30
EN_009_#1,17,18,11,12,EN,EN_009,OG,0 days 00:00:06.110000,0 days 00:00:09.340000,0 days 00:00:03.230000,ES_009_#1
EN_009_#2,17,18,11,12,EN,EN_009,OG,0 days 00:00:10.890000,0 days 00:00:14.770000,0 days 00:00:03.880000,ES_009_#2
EN_009_#3,17,18,11,12,EN,EN_009,OG,0 days 00:00:17.030000,0 days 00:00:21.100000,0 days 00:00:04.070000,ES_009_#3
EN_009_#4,17,18,11,12,EN,EN_009,OG,0 days 00:00:23.610000,0 days 00:00:27.180000,0 days 00:00:03.570000,ES_009_#4
EN_009_#5,17,18,11,12,EN,EN_009,OG,0 days 00:00:27.540000,0 days 00:00:31.670000,0 days 00:00:04.130000,ES_009_#5
EN_009_#7,17,18,11,12,EN,EN_009,OG,0 days 00:00:31.960000,0 days 00:00:35.050000,0 days 00:00:03.090000,ES_009_#7
EN_009_#8,17,18,11,12,EN,EN_009,OG,0 days 00:00:35.400000,0 days 00:00:39.720000,0 days 00:00:04.320000,ES_009_#8
EN_009_#10,17,18,11,12,EN,EN_009,OG,0 days 00:01:13.350000,0 days 00:01:15.940000,0 days 00:00:02.590000,ES_009_#10
EN_009_#11,17,18,11,12,EN,EN_009,OG,0 days 00:01:15.945000,0 days 00:01:18.835000,0 days 00:00:02.890000,ES_009_#11
EN_009_#12,17,18,11,12,EN,EN_009,OG,0 days 00:01:27.220000,0 days 00:01:29.730000,0 days 00:00:02.510000,ES_009_#12
EN_009_#13,17,18,11,12,EN,EN_009,OG,0 days 00:01:29.805000,0 days 00:01:32.435000,0 days 00:00:02.630000,ES_009_#13
EN_009_#14,17,18,11,12,EN,EN_009,OG,0 days 00:01:32.970000,0 days 00:01:35.500000,0 days 00:00:02.530000,ES_009_#14
EN_009_#15,17,18,11,12,EN,EN_009,OG,0 days 00:01:52.685000,0 days 00:01:54.730000,0 days 00:00:02.045000,ES_009_#15
EN_009_#16,17,18,11,12,EN,EN_009,OG,0 days 00:01:54.730000,0 days 00:01:57.750000,0 days 00:00:03.020000,ES_009_#16
EN_009_#17,17,18,11,12,EN,EN_009,OG,0 days 00:02:18.720000,0 days 00:02:21.050000,0 days 00:00:02.330000,ES_009_#17
EN_009_#18,17,18,11,12,EN,EN_009,OG,0 days 00:02:26.625000,0 days 00:02:32.355000,0 days 00:00:05.730000,ES_009_#18
EN_009_#19,17,18,11,12,EN,EN_009,OG,0 days 00:02:46.560000,0 days 00:02:49.480000,0 days 00:00:02.920000,ES_009_#19
EN_009_#20,17,18,11,12,EN,EN_009,OG,0 days 00:02:57.630000,0 days 00:02:59.910000,0 days 00:00:02.280000,ES_009_#20
EN_009_#21,17,18,11,12,EN,EN_009,OG,0 days 00:03:48.060000,0 days 00:03:50.870000,0 days 00:00:02.810000,ES_009_#21
EN_009_#22,17,18,11,12,EN,EN_009,OG,0 days 00:04:31.725000,0 days 00:04:34.465000,0 days 00:00:02.740000,ES_009_#22
EN_009_#23,17,18,11,12,EN,EN_009,OG,0 days 00:05:44.205000,0 days 00:05:47.215000,0 days 00:00:03.010000,ES_009_#23
EN_009_#24,17,18,11,12,EN,EN_009,OG,0 days 00:05:48.300000,0 days 00:05:50.420000,0 days 00:00:02.120000,ES_009_#24
EN_009_#25,17,18,11,12,EN,EN_009,OG,0 days 00:06:41.240000,0 days 00:06:43.720000,0 days 00:00:02.480000,ES_009_#25
EN_009_#26,17,18,11,12,EN,EN_009,OG,0 days 00:07:00.440000,0 days 00:07:05.360000,0 days 00:00:04.920000,ES_009_#26
EN_009_#27,17,18,11,12,EN,EN_009,OG,0 days 00:07:20.590000,0 days 00:07:23.740000,0 days 00:00:03.150000,ES_009_#27
EN_009_#28,17,18,11,12,EN,EN_009,OG,0 days 00:07:23.805000,0 days 00:07:25.225000,0 days 00:00:01.420000,ES_009_#28
EN_009_#29,17,18,11,12,EN,EN_009,OG,0 days 00:07:31.495000,0 days 00:07:32.285000,0 days 00:00:00.790000,ES_009_#29
EN_009_#30,17,18,11,12,EN,EN_009,OG,0 days 00:08:28.510000,0 days 00:08:30.780000,0 days 00:00:02.270000,ES_009_#30
EN_009_#31,17,18,11,12,EN,EN_009,OG,0 days 00:08:34.540000,0 days 00:08:37.670000,0 days 00:00:03.130000,ES_009_#31
EN_009_#32,17,18,11,12,EN,EN_009,OG,0 days 00:09:10.010000,0 days 00:09:12.220000,0 days 00:00:02.210000,ES_009_#32
EN_009_#33,17,18,11,12,EN,EN_009,OG,0 days 00:09:20.385000,0 days 00:09:24.925000,0 days 00:00:04.540000,ES_009_#33
EN_009_#34,17,18,11,12,EN,EN_009,OG,0 days 00:09:24.925000,0 days 00:09:27.195000,0 days 00:00:02.270000,ES_009_#34
EN_009_#35,17,18,11,12,EN,EN_009,OG,0 days 00:10:15.190000,0 days 00:10:17.870000,0 days 00:00:02.680000,ES_009_#35
ES_009_#1,17,18,11,12,ES,ES_009,RE,0 days 00:00:48.390000,0 days 00:00:51.040000,0 days 00:00:02.650000,EN_009_#1
ES_009_#2,17,18,11,12,ES,ES_009,RE,0 days 00:01:53.655000,0 days 00:01:57.845000,0 days 00:00:04.190000,EN_009_#2
ES_009_#3,17,18,11,12,ES,ES_009,RE,0 days 00:03:14.490000,0 days 00:03:17.940000,0 days 00:00:03.450000,EN_009_#3
ES_009_#4,17,18,11,12,ES,ES_009,RE,0 days 00:04:10.630000,0 days 00:04:14.110000,0 days 00:00:03.480000,EN_009_#4
ES_009_#5,17,18,11,12,ES,ES_009,RE,0 days 00:05:02.140000,0 days 00:05:06.680000,0 days 00:00:04.540000,EN_009_#5
ES_009_#7,17,18,11,12,ES,ES_009,RE,0 days 00:06:10.970000,0 days 00:06:14.720000,0 days 00:00:03.750000,EN_009_#7
ES_009_#8,17,18,11,12,ES,ES_009,RE,0 days 00:07:21.370000,0 days 00:07:25.490000,0 days 00:00:04.120000,EN_009_#8
ES_009_#10,17,18,11,12,ES,ES_009,RE,0 days 00:09:43.600000,0 days 00:09:46.410000,0 days 00:00:02.810000,EN_009_#10
ES_009_#11,17,18,11,12,ES,ES_009,RE,0 days 00:10:02.040000,0 days 00:10:04.690000,0 days 00:00:02.650000,EN_009_#11
ES_009_#12,17,18,11,12,ES,ES_009,RE,0 days 00:10:55.970000,0 days 00:10:58.480000,0 days 00:00:02.510000,EN_009_#12
ES_009_#13,17,18,11,12,ES,ES_009,RE,0 days 00:11:50.590000,0 days 00:11:53.730000,0 days 00:00:03.140000,EN_009_#13
ES_009_#14,17,18,11,12,ES,ES_009,RE,0 days 00:12:09.230000,0 days 00:12:12.580000,0 days 00:00:03.350000,EN_009_#14
ES_009_#15,17,18,11,12,ES,ES_009,RE,0 days 00:13:25.970000,0 days 00:13:27.860000,0 days 00:00:01.890000,EN_009_#15
ES_009_#16,17,18,11,12,ES,ES_009,RE,0 days 00:14:06.060000,0 days 00:14:09.550000,0 days 00:00:03.490000,EN_009_#16
ES_009_#17,17,18,11,12,ES,ES_009,RE,0 days 00:15:06.080000,0 days 00:15:08.560000,0 days 00:00:02.480000,EN_009_#17
ES_009_#18,17,18,11,12,ES,ES_009,RE,0 days 00:16:12.570000,0 days 00:16:17.820000,0 days 00:00:05.250000,EN_009_#18
ES_009_#19,17,18,11,12,ES,ES_009,RE,0 days 00:17:36.060000,0 days 00:17:40,0 days 00:00:03.940000,EN_009_#19
ES_009_#20,17,18,11,12,ES,ES_009,RE,0 days 00:18:22.840000,0 days 00:18:25.850000,0 days 00:00:03.010000,EN_009_#20
ES_009_#21,17,18,11,12,ES,ES_009,RE,0 days 00:20:07.100000,0 days 00:20:09.680000,0 days 00:00:02.580000,EN_009_#21
ES_009_#22,17,18,11,12,ES,ES_009,RE,0 days 00:22:14.700000,0 days 00:22:17.390000,0 days 00:00:02.690000,EN_009_#22
ES_009_#23,17,18,11,12,ES,ES_009,RE,0 days 00:23:20.690000,0 days 00:23:24.160000,0 days 00:00:03.470000,EN_009_#23
ES_009_#24,17,18,11,12,ES,ES_009,RE,0 days 00:23:47.460000,0 days 00:23:49.950000,0 days 00:00:02.490000,EN_009_#24
ES_009_#25,17,18,11,12,ES,ES_009,RE,0 days 00:24:37.760000,0 days 00:24:40.340000,0 days 00:00:02.580000,EN_009_#25
ES_009_#26,17,18,11,12,ES,ES_009,RE,0 days 00:26:48.680000,0 days 00:26:56.460000,0 days 00:00:07.780000,EN_009_#26
ES_009_#27,17,18,11,12,ES,ES_009,RE,0 days 00:28:08.950000,0 days 00:28:11.860000,0 days 00:00:02.910000,EN_009_#27
ES_009_#28,17,18,11,12,ES,ES_009,RE,0 days 00:28:28.590000,0 days 00:28:29.870000,0 days 00:00:01.280000,EN_009_#28
